Ciudad,Provincia,Producto_Regional,Producción_Toneladas,Índice_Industrialización
Desaguadero,Chucuito,Olluco,1123,8.7
Phara,Sandia,Tarwi,6666,9.3
Huacullani,Chucuito,Cebada,11820,5.0
Capachica,Puno,Trucha,6266,3.0
Achaya,Azángaro,Ajo,5676,4.2
Desaguadero,Chucuito,Cebolla,4126,9.3
Juli,Chucuito,Carne de llama,3754,9.1
San Antón,Azángaro,Carne de alpaca,3991,7.2
Lampa,Lampa,Miel,1175,3.8
Capaso,El Collao,Café,6146,7.8
Yunguyo,Yunguyo,Ajo,4469,6.4
Antauta,Melgar,Tarwi,4514,8.2
Palca,Lampa,Fresa,1795,7.1
Huata,Puno,Maíz,28201,7.9
Chucuito,Puno,Lácteos,9074,8.1
Arapa,Azángaro,Ajo,2575,1.5
Quilcapuncu,San Antonio de Putina,Café,11296,2.1
Santa Rosa,El Collao,Trucha,2218,4.4
Chucuito,Puno,Café,3782,3.7
Putina,San Antonio de Putina,Cebolla,5520,9.6
Lampa,Lampa,Cebada,6745,7.3
Santa Rosa,El Collao,Carne de llama,4015,6.9
Huacullani,Chucuito,Tarwi,6644,9.4
Sandia,Sandia,Café,3922,5.4
Quilcapuncu,San Antonio de Putina,Tuna,4701,5.8
Puno,Puno,Carne de llama,2424,6.1
Pichacani,Puno,Tarwi,1958,3.4
Vilque,Puno,Maíz,11234,1.7
Ayaviri,Melgar,Quinua,12514,5.1
Huacullani,Chucuito,Ajo,3520,4.3
Desaguadero,Chucuito,Kañiwa,3198,6.4
Tilali,Moho,Trucha,6337,2.2
Capaso,El Collao,Quinua,15018,6.3
Huacullani,Chucuito,Maíz,7411,9.5
Vilque,Puno,Miel,752,5.2
Desaguadero,Chucuito,Oca,2212,4.0
Pichacani,Puno,Café,6380,2.6
Chucuito,Puno,Ajo,4072,7.4
Macusani,Carabaya,Trigo,5000,5.7
Quilcapuncu,San Antonio de Putina,Tuna,4955,6.9
Puno,Puno,Trucha,4702,2.9
Vilquechico,Huancané,Oca,6026,2.7
Capachica,Puno,Carne de alpaca,4553,9.5
Muñani,Azángaro,Maca,6310,4.6
Crucero,Carabaya,Trucha,5859,4.8
San Juan del Oro,Sandia,Ajo,1752,7.1
Tiquillaca,Puno,Fresa,1659,4.6
Crucero,Carabaya,Tuna,1500,5.3
Lampa,Lampa,Tarwi,8654,3.0
Capaso,El Collao,Trigo,21175,8.2
Cabanilla,Lampa,Kiwicha,5173,3.8
Huancané,Huancané,Cacao,2971,8.4
Sandia,Sandia,Oca,3768,4.3
Saman,Azángaro,Oca,4029,4.8
Quilcapuncu,San Antonio de Putina,Cebolla,2705,2.9
Yunguyo,Yunguyo,Carne de alpaca,5985,3.2
Acora,Puno,Carne de llama,1732,8.2
Pilcuyo,El Collao,Cebada,9211,3.9
Puno,Puno,Cebolla,11109,7.1
San Gabán,Carabaya,Miel,622,7.9
Yunguyo,Yunguyo,Carne de llama,1035,7.3
Vilquechico,Huancané,Papa,8530,4.4
Mañazo,Puno,Carne de llama,4336,3.8
Unicachi,Yunguyo,Cacao,7157,9.6
Azángaro,Azángaro,Ajo,4805,8.2
Cabanilla,Lampa,Ajo,2056,8.6
Putina,San Antonio de Putina,Fresa,577,8.0
Moho,Moho,Tarwi,8824,6.4
Yunguyo,Yunguyo,Fresa,1462,6.1
Ollachea,Carabaya,Cebolla,3989,6.4
Ayaviri,Melgar,Maca,6775,6.7
Palca,Lampa,Fresa,3589,8.4
Putina,San Antonio de Putina,Fresa,310,8.8
Muñani,Azángaro,Cacao,3576,2.4
San Gabán,Carabaya,Cacao,2902,4.6
Conima,Moho,Fresa,3485,2.2
Huancané,Huancané,Quinua,15667,7.9
Nuñoa,Melgar,Trucha,3631,4.8
Putina,San Antonio de Putina,Cacao,4838,9.5
Moho,Moho,Lácteos,10881,2.1
Orurillo,Melgar,Carne de llama,4280,2.8
Arapa,Azángaro,Trucha,6607,2.3
Capachica,Puno,Fresa,1846,7.1
Lampa,Lampa,Café,9458,4.8
Orurillo,Melgar,Cacao,8638,5.9
Arapa,Azángaro,Kañiwa,6913,9.1
Moho,Moho,Cebada,17658,7.0
San Gabán,Carabaya,Tarwi,4025,4.4
Cabanilla,Lampa,Cebolla,6103,6.8
Achaya,Azángaro,Cebada,4944,3.9
Santa Rosa,El Collao,Café,11096,1.4
Unicachi,Yunguyo,Cebada,14726,4.5
Pucará,Lampa,Café,6321,7.3
Huancané,Huancané,Tarwi,6750,3.0
Arapa,Azángaro,Miel,250,7.6
Azángaro,Azángaro,Fresa,2774,9.4
Nuñoa,Melgar,Kañiwa,5968,5.1
Cabanilla,Lampa,Maca,5934,6.3
Pucará,Lampa,Miel,1730,2.4
Nuñoa,Melgar,Cebolla,11066,3.8
Palca,Lampa,Cebada,15136,9.4
Achaya,Azángaro,Ajo,2941,6.7
Antauta,Melgar,Quinua,16144,2.0
Pedro Vilca Apaza,San Antonio de Putina,Olluco,8410,3.0
Pichacani,Puno,Trigo,14988,2.9
Pilcuyo,El Collao,Tuna,1114,9.6
Sandia,Sandia,Café,11212,2.4
Pomata,Chucuito,Cebolla,1911,6.2
Antauta,Melgar,Cebada,12298,2.1
Macusani,Carabaya,Quinua,17982,7.7
Capaso,El Collao,Quinua,6156,4.1
Capachica,Puno,Carne de alpaca,608,4.0
Achaya,Azángaro,Tarwi,2562,4.3
Ollachea,Carabaya,Papa,41501,6.5
San Antón,Azángaro,Carne de llama,1941,9.5
Nuñoa,Melgar,Maíz,14464,6.6
Pomata,Chucuito,Olluco,3099,8.1
Juli,Chucuito,Trigo,23814,3.9
Tiquillaca,Puno,Trigo,18986,7.9
Cabanilla,Lampa,Maca,5519,3.7
Ollachea,Carabaya,Tarwi,3123,8.0
Yunguyo,Yunguyo,Lácteos,8252,5.3
Puno,Puno,Trucha,3821,6.6
Pilcuyo,El Collao,Café,3286,2.2
San Antonio,Puno,Carne de alpaca,1027,4.0
Putina,San Antonio de Putina,Kañiwa,8514,7.2
Pomata,Chucuito,Miel,1689,8.3
Vilquechico,Huancané,Kiwicha,2613,8.6
Cabanilla,Lampa,Carne de alpaca,3332,4.3
Putina,San Antonio de Putina,Fresa,1792,2.1
Capachica,Puno,Olluco,5607,7.2
Phara,Sandia,Trigo,7531,7.4
Cabanilla,Lampa,Carne de alpaca,3813,3.3
Pomata,Chucuito,Cebada,13603,8.0
Puno,Puno,Miel,2281,5.5
San Antonio,Puno,Oca,8282,5.1
Puno,Puno,Kiwicha,3822,5.1
San Gabán,Carabaya,Kiwicha,9736,2.4
Ayaviri,Melgar,Olluco,1886,2.6
Palca,Lampa,Olluco,4592,2.5
Conima,Moho,Miel,1705,8.1
Copani,Yunguyo,Oca,7023,1.5
Moho,Moho,Oca,4955,1.9
Huacullani,Chucuito,Miel,1661,1.5
Huancané,Huancané,Trigo,20390,7.4
Huacullani,Chucuito,Cebolla,5071,4.6
Pilcuyo,El Collao,Oca,6068,3.4
Chucuito,Puno,Quinua,16349,6.7
Pilcuyo,El Collao,Carne de llama,1906,3.9
Puno,Puno,Maíz,10339,9.2
Vilquechico,Huancané,Cebolla,13266,6.5
Yanahuaya,Sandia,Ajo,5590,8.8
Pomata,Chucuito,Fresa,3264,9.1
Antauta,Melgar,Carne de alpaca,1428,1.8
Asillo,Azángaro,Tuna,3782,4.9
Antauta,Melgar,Fresa,684,4.2
Yanahuaya,Sandia,Cacao,4674,5.9
Ayaviri,Melgar,Olluco,8622,4.8
Ilave,El Collao,Trigo,14299,8.1
Taraco,Huancané,Miel,1849,2.8
Juliaca,San Román,Café,11842,6.4
Huacullani,Chucuito,Maíz,22259,2.3
Quilcapuncu,San Antonio de Putina,Tuna,2263,6.7
Pucará,Lampa,Maca,2173,2.6
Pucará,Lampa,Maíz,17783,4.3
Chucuito,Puno,Tuna,3810,5.5
Huata,Puno,Oca,7794,6.0
Muñani,Azángaro,Papa,39887,6.1
Crucero,Carabaya,Cacao,2384,4.6
Huata,Puno,Tarwi,5382,8.7
Huancané,Huancané,Trucha,1248,6.5
Puno,Puno,Ajo,1662,2.4
San Antón,Azángaro,Oca,2616,4.0
Ananea,San Antonio de Putina,Fresa,1674,5.6
Cabanilla,Lampa,Olluco,6499,8.5
Achaya,Azángaro,Maca,5224,3.8
Yunguyo,Yunguyo,Carne de llama,4023,6.6
Puno,Puno,Trucha,5408,7.8
Juliaca,San Román,Cebada,16767,1.9
Chucuito,Puno,Café,9488,9.4
Ananea,San Antonio de Putina,Fresa,3944,1.7
Crucero,Carabaya,Olluco,7522,4.8
Pomata,Chucuito,Ajo,4587,7.1
Cabanilla,Lampa,Cebada,19447,6.8
Juliaca,San Román,Oca,3139,2.3
Coata,Puno,Fresa,599,6.8
Putina,San Antonio de Putina,Cebolla,5812,6.9
Ilave,El Collao,Trucha,2764,7.5
Vilquechico,Huancané,Quinua,10348,6.3
Santa Rosa,El Collao,Papa,27637,4.9
San Antón,Azángaro,Miel,717,3.3
Santa Rosa,El Collao,Cebolla,4524,1.5
Mañazo,Puno,Cacao,3250,3.8
Juli,Chucuito,Quinua,10302,3.9
Moho,Moho,Kañiwa,6364,8.1
Ayaviri,Melgar,Lácteos,3179,3.9
Ilave,El Collao,Papa,22492,1.8
San Juan del Oro,Sandia,Miel,1882,6.5
Pilcuyo,El Collao,Ajo,3580,8.6
Yunguyo,Yunguyo,Miel,654,2.8
Azángaro,Azángaro,Carne de llama,2267,5.2
Santa Rosa,El Collao,Miel,577,3.1
Copani,Yunguyo,Kañiwa,1932,6.4
Achaya,Azángaro,Lácteos,9204,8.1
Sandia,Sandia,Fresa,622,5.1
Lampa,Lampa,Trigo,4990,8.1
Macusani,Carabaya,Papa,48652,2.1
Mañazo,Puno,Café,11473,9.2
Vilquechico,Huancané,Trucha,5936,7.9
Ayaviri,Melgar,Papa,9789,2.2
Juli,Chucuito,Carne de alpaca,3134,6.1
Unicachi,Yunguyo,Miel,1067,2.4
Macusani,Carabaya,Fresa,3175,9.2
Lampa,Lampa,Trigo,11772,1.9
Putina,San Antonio de Putina,Miel,1652,4.0
Moho,Moho,Oca,9180,2.1
Tilali,Moho,Miel,1286,5.0
Conima,Moho,Tuna,4823,9.0
San Antón,Azángaro,Lácteos,10508,3.8
Vilque,Puno,Miel,1432,4.3
Achaya,Azángaro,Trucha,2806,3.0
Phara,Sandia,Trigo,5185,5.0
Huancané,Huancané,Lácteos,12542,1.5
Pomata,Chucuito,Lácteos,2946,8.0
Ollachea,Carabaya,Kiwicha,8656,9.2
Tilali,Moho,Kañiwa,3491,8.9
Ayaviri,Melgar,Maca,2677,8.0
Santa Rosa,El Collao,Café,7757,1.6
San Antonio,Puno,Tuna,4514,5.2
Sandia,Sandia,Maca,1283,1.9
Phara,Sandia,Trigo,21442,8.2
Asillo,Azángaro,Oca,1106,3.8
Pucará,Lampa,Quinua,16957,2.1
Huancané,Huancané,Cacao,6369,6.0
Juli,Chucuito,Miel,343,8.9
Arapa,Azángaro,Cebolla,4821,4.0
Palca,Lampa,Maca,3028,6.9
Cabanilla,Lampa,Café,10774,1.8
Arapa,Azángaro,Carne de alpaca,2120,8.7
Huancané,Huancané,Kañiwa,7019,4.3
Copani,Yunguyo,Maca,5311,1.9
Ananea,San Antonio de Putina,Kiwicha,1602,3.5
Antauta,Melgar,Quinua,18749,3.5
Juli,Chucuito,Cacao,7171,1.6
Asillo,Azángaro,Quinua,15317,5.5
Saman,Azángaro,Olluco,3850,3.1
Yanahuaya,Sandia,Kañiwa,5471,6.0
Capaso,El Collao,Tarwi,1489,3.3
Coata,Puno,Maíz,20946,3.8
Sandia,Sandia,Cebada,22048,2.6
Taraco,Huancané,Ajo,1719,6.3
Crucero,Carabaya,Trigo,22421,3.9
Santa Rosa,El Collao,Kiwicha,2194,3.2
Tiquillaca,Puno,Oca,9296,3.4
Vilquechico,Huancané,Tarwi,5838,9.6
Pomata,Chucuito,Cacao,7532,8.3
Copani,Yunguyo,Kañiwa,3155,7.8
San Gabán,Carabaya,Ajo,5871,6.4
Pomata,Chucuito,Lácteos,11198,8.7
Juli,Chucuito,Quinua,19199,6.4
Copani,Yunguyo,Cebolla,3696,5.4
Moho,Moho,Tarwi,8732,7.5
Moho,Moho,Lácteos,5822,6.8
Macusani,Carabaya,Trigo,7556,6.2
Desaguadero,Chucuito,Oca,3917,6.1
Sandia,Sandia,Tuna,1414,2.4
Palca,Lampa,Café,6079,7.6
Huata,Puno,Maíz,27356,6.2
Ananea,San Antonio de Putina,Trucha,5276,2.8
San Juan del Oro,Sandia,Cacao,6279,9.4
San Juan del Oro,Sandia,Café,9696,9.0
Phara,Sandia,Kañiwa,8006,3.0
Muñani,Azángaro,Kañiwa,6230,2.0
Vilque,Puno,Lácteos,8277,4.4
Juli,Chucuito,Tarwi,4398,4.5
Palca,Lampa,Olluco,7149,4.5
Arapa,Azángaro,Lácteos,6999,5.6
Huata,Puno,Cebada,9342,5.6
Huata,Puno,Tarwi,6994,7.1
Arapa,Azángaro,Olluco,1290,2.6
Huancané,Huancané,Maca,2820,2.7
Saman,Azángaro,Lácteos,10572,8.7
Coata,Puno,Trucha,3097,6.7
Arapa,Azángaro,Trucha,7148,5.2
Macusani,Carabaya,Miel,563,2.7
Acora,Puno,Kañiwa,1426,1.7
Puno,Puno,Trigo,5504,7.8
Unicachi,Yunguyo,Carne de llama,3778,4.5
Phara,Sandia,Quinua,8926,9.4
San Gabán,Carabaya,Olluco,7554,2.6
Huacullani,Chucuito,Café,5506,4.5
Sandia,Sandia,Maca,1321,9.3
Quilcapuncu,San Antonio de Putina,Kiwicha,5800,7.1
Moho,Moho,Fresa,456,8.3
Yanahuaya,Sandia,Tuna,4911,9.5
Copani,Yunguyo,Kiwicha,2400,5.1
Ollachea,Carabaya,Maíz,7441,2.8
Muñani,Azángaro,Carne de llama,4412,7.4
Putina,San Antonio de Putina,Café,1664,9.2
Saman,Azángaro,Trigo,3606,1.5
Mañazo,Puno,Fresa,3424,1.6
Unicachi,Yunguyo,Tuna,441,4.7
Muñani,Azángaro,Cebada,24356,7.7
San Antón,Azángaro,Carne de alpaca,5617,5.9
San Gabán,Carabaya,Miel,1923,3.5
Huata,Puno,Papa,27988,3.0
Pedro Vilca Apaza,San Antonio de Putina,Olluco,5698,2.2
Copani,Yunguyo,Fresa,2835,4.4
Crucero,Carabaya,Miel,540,6.0
Orurillo,Melgar,Kiwicha,6968,9.6
Yunguyo,Yunguyo,Ajo,2396,2.6
San Gabán,Carabaya,Cebolla,8486,9.5
Juli,Chucuito,Cebada,20260,3.9
San Juan del Oro,Sandia,Carne de llama,2871,8.0
Capaso,El Collao,Fresa,981,2.0
Unicachi,Yunguyo,Tuna,4340,2.6
Pilcuyo,El Collao,Maíz,11344,5.5
Achaya,Azángaro,Café,2382,5.3
Conima,Moho,Café,11200,9.6
San Antonio,Puno,Miel,1634,2.7
Mañazo,Puno,Carne de alpaca,3122,2.2
Desaguadero,Chucuito,Kiwicha,6659,1.8
Pucará,Lampa,Trucha,1123,7.7
Putina,San Antonio de Putina,Tuna,456,8.1
Arapa,Azángaro,Olluco,6424,1.9
Ananea,San Antonio de Putina,Fresa,3754,1.9
Chucuito,Puno,Carne de alpaca,4042,8.7
Quilcapuncu,San Antonio de Putina,Ajo,5647,7.5
Taraco,Huancané,Tuna,447,5.1
Pedro Vilca Apaza,San Antonio de Putina,Trigo,22966,4.0
Sandia,Sandia,Olluco,6301,7.6
San Antonio,Puno,Trigo,11457,3.2
Juli,Chucuito,Cacao,6866,8.0
Pucará,Lampa,Café,2202,2.5
Muñani,Azángaro,Olluco,8482,9.3
Huacullani,Chucuito,Quinua,5061,2.1
Puno,Puno,Ajo,2262,2.8
Macusani,Carabaya,Trigo,8916,5.9
Nuñoa,Melgar,Maca,3107,9.2
Mañazo,Puno,Kiwicha,2924,8.8
Capachica,Puno,Tarwi,3702,6.6
Tilali,Moho,Maíz,29011,6.3
Tiquillaca,Puno,Kañiwa,8238,7.3
Huata,Puno,Papa,18250,7.1
Yunguyo,Yunguyo,Carne de llama,902,8.2
Huancané,Huancané,Kiwicha,7083,5.2
Capaso,El Collao,Cebolla,14339,2.7
Copani,Yunguyo,Carne de llama,3806,3.4
Orurillo,Melgar,Tarwi,5953,2.4
Huancané,Huancané,Café,7181,2.1
Pomata,Chucuito,Maíz,19466,8.6
Crucero,Carabaya,Kiwicha,5419,3.0
Arapa,Azángaro,Carne de alpaca,5067,3.7
Achaya,Azángaro,Oca,8426,3.6
Phara,Sandia,Olluco,4524,1.7
Phara,Sandia,Papa,27942,7.7
Muñani,Azángaro,Kiwicha,2221,7.9
Sandia,Sandia,Trucha,1077,6.1
Juliaca,San Román,Trucha,7815,4.3
Tiquillaca,Puno,Carne de alpaca,2690,5.2
Juliaca,San Román,Trigo,5476,5.8
Santa Rosa,El Collao,Café,10263,2.6
Antauta,Melgar,Maíz,10611,4.8
Antauta,Melgar,Kañiwa,5388,6.4
Pichacani,Puno,Miel,396,7.0
Desaguadero,Chucuito,Tarwi,6734,1.8
Antauta,Melgar,Café,8862,1.6
Ilave,El Collao,Carne de llama,4438,7.5
Santa Rosa,El Collao,Fresa,1663,3.0
Ayaviri,Melgar,Cebolla,5899,4.7
San Gabán,Carabaya,Olluco,3233,8.6
Pomata,Chucuito,Olluco,8525,6.7
Huata,Puno,Tarwi,1638,4.0
Sandia,Sandia,Carne de llama,2013,1.7
Muñani,Azángaro,Fresa,2670,6.3
Azángaro,Azángaro,Maca,911,7.6
Achaya,Azángaro,Oca,8062,4.7
Saman,Azángaro,Café,5784,6.7
Santa Rosa,El Collao,Cebolla,7288,5.7
Phara,Sandia,Maíz,25138,1.9
Putina,San Antonio de Putina,Tuna,3253,5.0
Mañazo,Puno,Trucha,3057,4.1
Azángaro,Azángaro,Carne de llama,3078,9.7
Saman,Azángaro,Miel,775,1.7
Lampa,Lampa,Quinua,19993,7.4
Moho,Moho,Kañiwa,6332,7.0
Vilque,Puno,Trucha,2420,7.8
Achaya,Azángaro,Maca,4551,7.5
Juli,Chucuito,Quinua,8016,3.9
Yanahuaya,Sandia,Maíz,12242,8.7
Crucero,Carabaya,Fresa,360,7.5
Orurillo,Melgar,Fresa,3791,6.6
Pichacani,Puno,Trucha,2006,9.0
San Gabán,Carabaya,Kañiwa,1957,1.5
Pilcuyo,El Collao,Papa,25462,5.8
Putina,San Antonio de Putina,Tarwi,2510,3.9
Vilquechico,Huancané,Kiwicha,9681,2.5
Acora,Puno,Carne de llama,624,5.7
Unicachi,Yunguyo,Trigo,23528,9.4
Pedro Vilca Apaza,San Antonio de Putina,Trucha,6583,8.1
Ollachea,Carabaya,Quinua,6107,8.0
Muñani,Azángaro,Trigo,16053,4.2
Phara,Sandia,Trigo,4326,1.8
Nuñoa,Melgar,Cacao,2396,2.3
Pilcuyo,El Collao,Quinua,12501,3.3
Crucero,Carabaya,Cebada,8965,1.8
Chucuito,Puno,Cacao,4231,6.3
Palca,Lampa,Fresa,1122,5.5
Huacullani,Chucuito,Lácteos,8451,2.0
Santa Rosa,El Collao,Carne de llama,2246,4.1
Palca,Lampa,Lácteos,13615,8.2
Asillo,Azángaro,Maca,2993,8.6
Quilcapuncu,San Antonio de Putina,Olluco,8341,2.9
Macusani,Carabaya,Carne de alpaca,5866,2.5
Orurillo,Melgar,Cebolla,10353,5.5
Ananea,San Antonio de Putina,Quinua,5234,3.5
Huancané,Huancané,Maíz,23226,3.6
Pucará,Lampa,Trigo,17257,2.5
Huancané,Huancané,Kiwicha,2749,7.1
Capachica,Puno,Trucha,7721,5.8
Acora,Puno,Trucha,1481,5.7
Chucuito,Puno,Carne de alpaca,5031,8.1
Mañazo,Puno,Tuna,4284,6.5
Conima,Moho,Cebolla,1227,3.2
Mañazo,Puno,Tarwi,9371,8.6
Macusani,Carabaya,Fresa,3803,8.8
Conima,Moho,Kañiwa,3090,4.7
Azángaro,Azángaro,Lácteos,2815,5.7
Huacullani,Chucuito,Trigo,11085,5.7
Capaso,El Collao,Maíz,24538,6.6
Muñani,Azángaro,Cacao,4925,3.2
Orurillo,Melgar,Papa,30197,8.9
Desaguadero,Chucuito,Fresa,2549,4.2
Puno,Puno,Trigo,6732,8.1
Taraco,Huancané,Maíz,8303,5.7
Quilcapuncu,San Antonio de Putina,Lácteos,14410,3.9
Capaso,El Collao,Cebada,22098,6.4
Santa Rosa,El Collao,Maíz,9535,4.8
Orurillo,Melgar,Olluco,5962,2.2
Pucará,Lampa,Maca,2223,7.9
Phara,Sandia,Kiwicha,9818,2.0
Huacullani,Chucuito,Lácteos,9017,8.8
Capaso,El Collao,Tarwi,5844,5.2
Ayaviri,Melgar,Ajo,1884,9.3
Pomata,Chucuito,Trucha,6172,8.0
Acora,Puno,Cebolla,4449,6.8
Macusani,Carabaya,Miel,2264,1.8
Palca,Lampa,Cebolla,5898,8.6
Phara,Sandia,Fresa,1227,8.9
Juliaca,San Román,Carne de llama,1724,7.9
Arapa,Azángaro,Trigo,15011,5.5
Desaguadero,Chucuito,Kañiwa,1843,6.5
Capachica,Puno,Ajo,2647,6.6
Conima,Moho,Oca,2307,9.4
Tilali,Moho,Carne de llama,2082,7.1
Copani,Yunguyo,Ajo,3626,8.3
Tiquillaca,Puno,Miel,2104,5.8
Juliaca,San Román,Lácteos,6683,6.3
Tiquillaca,Puno,Maca,716,7.1
Huancané,Huancané,Kiwicha,11176,2.6
Achaya,Azángaro,Cebolla,9803,5.7
Pedro Vilca Apaza,San Antonio de Putina,Tuna,3267,6.2
Pilcuyo,El Collao,Fresa,3332,5.5
Puno,Puno,Café,9753,9.2
Pedro Vilca Apaza,San Antonio de Putina,Kañiwa,4465,4.3
Yanahuaya,Sandia,Ajo,2279,2.8
Pucará,Lampa,Kiwicha,2530,3.4
Palca,Lampa,Lácteos,6753,5.1
Palca,Lampa,Trucha,5604,2.9
Chucuito,Puno,Miel,2425,5.5
Pomata,Chucuito,Cebolla,14969,4.4
Sandia,Sandia,Kiwicha,2352,9.7
Coata,Puno,Café,1667,3.0
Achaya,Azángaro,Fresa,2492,2.3
Vilquechico,Huancané,Oca,4830,5.3
Cabanilla,Lampa,Carne de llama,1834,5.3
Ilave,El Collao,Café,3264,5.8
Ananea,San Antonio de Putina,Cebada,11221,5.1
Palca,Lampa,Carne de llama,824,3.4
Taraco,Huancané,Miel,1422,2.6
Arapa,Azángaro,Papa,9138,6.1
Capachica,Puno,Kañiwa,1425,2.6
Tilali,Moho,Lácteos,11022,4.1
Capaso,El Collao,Ajo,3482,5.5
Ilave,El Collao,Café,6287,3.8
Saman,Azángaro,Cebolla,6982,8.1
Conima,Moho,Ajo,3410,9.1
Cabanilla,Lampa,Trucha,5006,8.6
Desaguadero,Chucuito,Oca,8326,8.5
Conima,Moho,Café,3135,3.3
Capachica,Puno,Café,6827,4.2
Asillo,Azángaro,Trucha,6000,5.4
Yanahuaya,Sandia,Miel,1746,5.1
Pucará,Lampa,Trucha,3409,2.3
Pucará,Lampa,Papa,24237,4.5
Capaso,El Collao,Miel,1158,5.7
Huata,Puno,Quinua,12870,9.1
Juli,Chucuito,Trucha,1868,8.6
San Antonio,Puno,Kañiwa,7747,8.4
Pedro Vilca Apaza,San Antonio de Putina,Lácteos,5744,2.4
Yanahuaya,Sandia,Maca,4195,4.1
Vilque,Puno,Oca,6848,8.6
Copani,Yunguyo,Carne de llama,2453,4.8
Mañazo,Puno,Olluco,1697,6.3
Mañazo,Puno,Carne de alpaca,994,4.9
Crucero,Carabaya,Papa,17421,7.4
Copani,Yunguyo,Kiwicha,9846,7.5
Huacullani,Chucuito,Kiwicha,8946,8.1
Tiquillaca,Puno,Miel,789,2.0
Cabanilla,Lampa,Tuna,1763,4.7
Cabanilla,Lampa,Quinua,15750,3.9
Azángaro,Azángaro,Trigo,6943,7.7
Cabanilla,Lampa,Cebolla,11225,4.0
Conima,Moho,Kañiwa,1523,9.1
Antauta,Melgar,Lácteos,2014,6.5
Crucero,Carabaya,Lácteos,5471,9.1
Cabanilla,Lampa,Carne de alpaca,5662,4.2
Capachica,Puno,Cebada,19734,6.9
Conima,Moho,Trigo,16058,6.1
Nuñoa,Melgar,Tuna,3634,6.9
Puno,Puno,Maíz,13701,6.7
Juliaca,San Román,Cacao,8492,2.9
Capachica,Puno,Trigo,21248,9.1
Saman,Azángaro,Quinua,6497,2.2
Santa Rosa,El Collao,Kiwicha,9166,2.8
Arapa,Azángaro,Maíz,4270,2.4
Saman,Azángaro,Papa,28975,2.7
Juliaca,San Román,Cebada,22258,4.0
San Antonio,Puno,Cebolla,4430,5.9
Sandia,Sandia,Tarwi,4823,9.1
Crucero,Carabaya,Kañiwa,5654,5.8
Huata,Puno,Trigo,20949,3.2
Pomata,Chucuito,Carne de llama,1811,5.6
Azángaro,Azángaro,Carne de alpaca,2646,8.1
Orurillo,Melgar,Carne de alpaca,612,9.0
Mañazo,Puno,Oca,7546,1.8
Ayaviri,Melgar,Cebolla,10948,2.0
San Antonio,Puno,Kañiwa,8676,4.0
San Gabán,Carabaya,Carne de alpaca,2394,7.9
Capachica,Puno,Cacao,7641,9.1
Orurillo,Melgar,Fresa,2727,2.5
Taraco,Huancané,Carne de alpaca,5789,8.4
Huacullani,Chucuito,Kiwicha,11600,7.7
Pilcuyo,El Collao,Kiwicha,9317,5.2
Quilcapuncu,San Antonio de Putina,Fresa,1199,5.9
Coata,Puno,Quinua,16703,7.9
Huancané,Huancané,Papa,20582,4.8
Palca,Lampa,Olluco,4590,9.3
Juliaca,San Román,Trucha,1483,3.6
Ayaviri,Melgar,Maíz,26443,8.0
Huata,Puno,Kiwicha,2868,1.4
Tilali,Moho,Lácteos,9243,3.6
Pucará,Lampa,Carne de llama,4007,1.9
San Antón,Azángaro,Olluco,1587,5.0
Unicachi,Yunguyo,Fresa,3786,2.2
San Juan del Oro,Sandia,Fresa,2661,6.2
Acora,Puno,Quinua,5910,6.5
Ilave,El Collao,Lácteos,14855,5.2
Ollachea,Carabaya,Carne de alpaca,5779,5.7
Quilcapuncu,San Antonio de Putina,Oca,4599,3.4
Mañazo,Puno,Kañiwa,7535,1.6
Desaguadero,Chucuito,Fresa,1761,2.8
Crucero,Carabaya,Cebolla,8409,3.8
Cabanilla,Lampa,Café,2621,4.6
Macusani,Carabaya,Tuna,1679,3.2
Taraco,Huancané,Tarwi,6340,8.9
Crucero,Carabaya,Quinua,12369,5.9
San Antonio,Puno,Cebada,10535,6.3
Azángaro,Azángaro,Kiwicha,4256,5.3
Juli,Chucuito,Carne de alpaca,2484,7.7
Orurillo,Melgar,Quinua,9441,1.5
Achaya,Azángaro,Cebada,8700,2.2
Pedro Vilca Apaza,San Antonio de Putina,Kañiwa,1505,6.3
Arapa,Azángaro,Carne de llama,2293,7.1
Palca,Lampa,Carne de llama,2665,7.6
Moho,Moho,Papa,47489,8.8
San Antonio,Puno,Maca,1582,6.2
Yunguyo,Yunguyo,Cebolla,2866,9.5
Unicachi,Yunguyo,Tarwi,4230,2.5
Lampa,Lampa,Trigo,16777,7.6
Yunguyo,Yunguyo,Café,7850,8.0
Achaya,Azángaro,Ajo,4444,3.2
Yunguyo,Yunguyo,Carne de alpaca,1462,2.5
Pucará,Lampa,Quinua,15216,5.0
Pomata,Chucuito,Olluco,956,6.6
Ayaviri,Melgar,Miel,1286,5.1
Saman,Azángaro,Cebada,19748,9.5
Macusani,Carabaya,Miel,279,7.6
Acora,Puno,Carne de llama,3324,4.0
Unicachi,Yunguyo,Trucha,7247,5.4
Ananea,San Antonio de Putina,Kañiwa,2203,2.0
Phara,Sandia,Ajo,683,4.8
Tilali,Moho,Cebada,19167,7.9
Moho,Moho,Ajo,5262,8.8
Achaya,Azángaro,Quinua,18059,4.2
Conima,Moho,Carne de llama,3565,4.9
Coata,Puno,Carne de alpaca,3805,4.7
